device_id,status_datetime,received_at,pt_cur,pt_b,p_con,pe_cur,operation_status,operation,remain_time_minutes,remain_time_seconds,status_code,data_cycle,network_cycle
SPC0002,20260519050252,2026-05-19T05:02:52.527Z,1.82,1.82,1.8,1.77,1,1,0,0,0,1,1
SPC0001,20260519050252,2026-05-19T05:02:52.823Z,1.66,1.64,1.8,1.61,1,2,1,33,0,1,1
SPC0001,20260519050254,2026-05-19T05:02:54.757Z,1.68,1.66,1.8,1.63,1,2,1,0,0,1,1
SPC0001,20260519050254,2026-05-19T05:02:54.866Z,1.68,1.66,1.8,1.63,1,2,4,39,0,1,1
SPC0002,20260519050255,2026-05-19T05:02:55.539Z,1.8,1.82,1.8,1.75,1,1,0,0,0,1,1
SPC0001,20260519050255,2026-05-19T05:02:55.820Z,1.7,1.68,1.8,1.65,1,2,3,22,0,1,1
SPC0001,20260519050257,2026-05-19T05:02:57.765Z,1.71,1.68,1.8,1.66,1,2,0,47,0,1,1
SPC0001,20260519050257,2026-05-19T05:02:57.872Z,1.73,1.71,1.8,1.68,1,3,1,46,0,1,1
SPC0002,20260519050258,2026-05-19T05:02:58.541Z,1.79,1.82,1.8,1.74,1,1,0,0,0,1,1
SPC0001,20260519050258,2026-05-19T05:02:58.834Z,1.73,1.71,1.8,1.68,1,3,3,7,0,1,1
SPC0001,20260519050300,2026-05-19T05:03:00.780Z,1.71,1.73,1.8,1.66,1,1,0,0,0,1,1
SPC0001,20260519050300,2026-05-19T05:03:00.872Z,1.72,1.73,1.8,1.67,1,1,0,0,0,1,1
SPC0002,20260519050301,2026-05-19T05:03:01.553Z,1.81,1.79,1.8,1.76,1,1,0,0,0,1,1
SPC0001,20260519050301,2026-05-19T05:03:01.845Z,1.7,1.72,1.8,1.65,1,1,0,0,0,1,1
SPC0001,20260519050303,2026-05-19T05:03:03.781Z,1.71,1.72,1.8,1.66,1,1,0,0,0,1,1
SPC0001,20260519050303,2026-05-19T05:03:03.875Z,1.69,1.71,1.8,1.64,1,1,0,0,0,1,1
SPC0002,20260519050304,2026-05-19T05:03:04.560Z,1.81,1.79,1.8,1.76,1,1,0,0,0,1,1
SPC0001,20260519050304,2026-05-19T05:03:04.858Z,1.69,1.71,1.8,1.64,1,3,1,16,0,1,1
SPC0001,20260519050306,2026-05-19T05:03:06.783Z,1.7,1.69,1.8,1.65,1,3,2,13,0,1,1
SPC0001,20260519050306,2026-05-19T05:03:06.876Z,1.72,1.69,1.8,1.67,1,1,0,0,0,1,1
SPC0002,20260519050307,2026-05-19T05:03:07.566Z,1.82,1.81,1.8,1.77,1,1,0,0,0,1,1
SPC0001,20260519050307,2026-05-19T05:03:07.857Z,1.71,1.72,1.8,1.66,1,1,0,0,0,1,1
SPC0001,20260519050309,2026-05-19T05:03:09.784Z,1.71,1.72,1.8,1.66,1,1,0,0,0,1,1
SPC0001,20260519050309,2026-05-19T05:03:09.876Z,1.72,1.71,1.8,1.67,1,2,4,58,0,1,1
SPC0002,20260519050310,2026-05-19T05:03:10.568Z,1.83,1.81,1.8,1.78,1,1,0,0,0,1,1
SPC0001,20260519050310,2026-05-19T05:03:10.858Z,1.72,1.71,1.8,1.67,1,2,4,54,0,1,1
SPC0001,20260519050312,2026-05-19T05:03:12.797Z,1.72,1.72,1.8,1.67,1,2,2,10,0,1,1
SPC0001,20260519050312,2026-05-19T05:03:12.891Z,1.72,1.72,1.8,1.67,1,2,0,27,0,1,1
SPC0002,20260519050313,2026-05-19T05:03:13.573Z,1.82,1.83,1.8,1.77,1,1,0,0,0,1,1
SPC0001,20260519050313,2026-05-19T05:03:13.869Z,1.73,1.72,1.8,1.68,1,2,1,24,0,1,1
SPC0001,20260519050315,2026-05-19T05:03:15.813Z,1.73,1.72,1.8,1.68,1,2,2,41,0,1,1
SPC0001,20260519050315,2026-05-19T05:03:15.891Z,1.74,1.73,1.8,1.69,1,2,2,22,0,1,1
SPC0002,20260519050316,2026-05-19T05:03:16.578Z,1.8,1.83,1.8,1.75,1,1,0,0,0,1,1
SPC0001,20260519050316,2026-05-19T05:03:16.872Z,1.75,1.73,1.8,1.7,1,2,0,15,0,1,1
SPC0001,20260519050318,2026-05-19T05:03:18.823Z,1.75,1.75,1.8,1.7,1,2,2,0,0,1,1
SPC0001,20260519050318,2026-05-19T05:03:18.900Z,1.75,1.75,1.8,1.7,1,3,3,39,0,1,1
SPC0002,20260519050319,2026-05-19T05:03:19.587Z,1.78,1.8,1.8,1.73,1,1,0,0,0,1,1
SPC0001,20260519050319,2026-05-19T05:03:19.880Z,1.75,1.75,1.8,1.7,1,3,0,0,0,1,1
SPC0001,20260519050321,2026-05-19T05:03:21.827Z,1.75,1.75,1.8,1.7,1,3,3,3,0,1,1
SPC0001,20260519050321,2026-05-19T05:03:21.905Z,1.75,1.75,1.8,1.7,1,3,2,54,0,1,1
SPC0002,20260519050322,2026-05-19T05:03:22.589Z,1.78,1.8,1.8,1.73,1,1,0,0,0,1,1
SPC0001,20260519050322,2026-05-19T05:03:22.884Z,1.77,1.75,1.8,1.72,1,3,0,48,0,1,1
SPC0001,20260519050324,2026-05-19T05:03:24.830Z,1.79,1.77,1.8,1.74,1,3,0,33,0,1,1
SPC0001,20260519050324,2026-05-19T05:03:24.909Z,1.8,1.77,1.8,1.75,1,3,2,7,0,1,1
SPC0002,20260519050325,2026-05-19T05:03:25.590Z,1.78,1.78,1.8,1.73,1,1,0,0,0,1,1
SPC0001,20260519050325,2026-05-19T05:03:25.887Z,1.79,1.8,1.8,1.74,1,3,1,6,0,1,1
SPC0001,20260519050327,2026-05-19T05:03:27.840Z,1.77,1.8,1.8,1.72,1,3,0,1,0,1,1
SPC0001,20260519050327,2026-05-19T05:03:27.918Z,1.78,1.77,1.8,1.73,1,3,2,11,0,1,1
SPC0002,20260519050328,2026-05-19T05:03:28.600Z,1.78,1.78,1.8,1.73,1,1,0,0,0,1,1
SPC0001,20260519050328,2026-05-19T05:03:28.896Z,1.77,1.77,1.8,1.72,1,3,0,24,0,1,1
SPC0001,20260519050330,2026-05-19T05:03:30.840Z,1.76,1.77,1.8,1.71,1,3,2,2,0,1,1
SPC0001,20260519050330,2026-05-19T05:03:30.919Z,1.74,1.77,1.8,1.69,1,3,2,21,0,1,1
SPC0002,20260519050331,2026-05-19T05:03:31.608Z,1.77,1.78,1.8,1.72,1,1,0,0,0,1,1
SPC0001,20260519050331,2026-05-19T05:03:31.904Z,1.74,1.74,1.8,1.69,1,1,0,0,0,1,1
SPC0001,20260519050333,2026-05-19T05:03:33.850Z,1.75,1.74,1.8,1.7,1,1,0,0,0,1,1
SPC0001,20260519050333,2026-05-19T05:03:33.928Z,1.75,1.75,1.8,1.7,1,1,0,0,0,1,1
SPC0002,20260519050334,2026-05-19T05:03:34.613Z,1.76,1.78,1.8,1.71,1,1,0,0,0,1,1
SPC0001,20260519050334,2026-05-19T05:03:34.911Z,1.76,1.75,1.8,1.71,1,1,0,0,0,1,1
SPC0001,20260519050336,2026-05-19T05:03:36.858Z,1.75,1.76,1.8,1.7,1,1,0,0,0,1,1
SPC0001,20260519050336,2026-05-19T05:03:36.937Z,1.76,1.76,1.8,1.71,1,1,0,0,0,1,1
SPC0002,20260519050337,2026-05-19T05:03:37.622Z,1.77,1.76,1.8,1.72,1,1,0,0,0,1,1
SPC0001,20260519050337,2026-05-19T05:03:37.918Z,1.76,1.76,1.8,1.71,1,1,0,0,0,1,1
SPC0001,20260519050339,2026-05-19T05:03:39.862Z,1.76,1.76,1.8,1.71,1,1,0,0,0,1,1
SPC0001,20260519050339,2026-05-19T05:03:39.939Z,1.74,1.76,1.8,1.69,1,1,0,0,0,1,1
SPC0002,20260519050340,2026-05-19T05:03:40.627Z,1.76,1.76,1.8,1.71,1,1,0,0,0,1,1
SPC0001,20260519050340,2026-05-19T05:03:40.922Z,1.73,1.76,1.8,1.68,1,1,0,0,0,1,1
SPC0001,20260519050342,2026-05-19T05:03:42.871Z,1.74,1.73,1.8,1.69,1,1,0,0,0,1,1
SPC0001,20260519050342,2026-05-19T05:03:42.949Z,1.75,1.73,1.8,1.7,1,1,0,0,0,1,1
SPC0002,20260519050343,2026-05-19T05:03:43.638Z,1.78,1.76,1.8,1.73,1,1,0,0,0,1,1
SPC0001,20260519050343,2026-05-19T05:03:43.934Z,1.73,1.75,1.8,1.68,1,1,0,0,0,1,1
SPC0001,20260519050345,2026-05-19T05:03:45.884Z,1.74,1.75,1.8,1.69,1,3,4,29,0,1,1
SPC0001,20260519050345,2026-05-19T05:03:45.964Z,1.74,1.74,1.8,1.69,1,2,1,31,0,1,1
SPC0002,20260519050346,2026-05-19T05:03:46.652Z,1.78,1.76,1.8,1.73,1,1,0,0,0,1,1
SPC0001,20260519050346,2026-05-19T05:03:46.935Z,1.73,1.74,1.8,1.68,1,2,4,40,0,1,1
SPC0001,20260519050348,2026-05-19T05:03:48.890Z,1.72,1.73,1.8,1.67,1,2,2,32,0,1,1
SPC0001,20260519050348,2026-05-19T05:03:48.968Z,1.73,1.73,1.8,1.68,1,2,2,14,0,1,1
SPC0002,20260519050349,2026-05-19T05:03:49.653Z,1.79,1.78,1.8,1.74,1,1,0,0,0,1,1
SPC0001,20260519050349,2026-05-19T05:03:49.935Z,1.75,1.73,1.8,1.7,1,2,4,25,0,1,1
SPC0001,20260519050351,2026-05-19T05:03:51.905Z,1.77,1.73,1.8,1.72,1,2,1,35,0,1,1
SPC0001,20260519050351,2026-05-19T05:03:51.981Z,1.77,1.77,1.8,1.72,1,2,3,3,0,1,1
SPC0002,20260519050352,2026-05-19T05:03:52.668Z,1.79,1.78,1.8,1.74,1,1,0,0,0,1,1
SPC0001,20260519050352,2026-05-19T05:03:52.950Z,1.79,1.77,1.8,1.74,1,2,1,33,0,1,1
SPC0001,20260519050354,2026-05-19T05:03:54.914Z,1.79,1.79,1.8,1.74,1,2,4,30,0,1,1
SPC0001,20260519050354,2026-05-19T05:03:54.992Z,1.8,1.79,1.8,1.75,1,2,4,31,0,1,1
SPC0002,20260519050355,2026-05-19T05:03:55.676Z,1.79,1.79,1.8,1.74,1,1,0,0,0,1,1
SPC0001,20260519050355,2026-05-19T05:03:55.956Z,1.78,1.8,1.8,1.73,1,2,0,38,0,1,1
SPC0001,20260519050357,2026-05-19T05:03:57.926Z,1.76,1.8,1.8,1.71,1,2,4,20,0,1,1
SPC0001,20260519050358,2026-05-19T05:03:58.005Z,1.76,1.76,1.8,1.71,1,2,1,35,0,1,1
SPC0002,20260519050358,2026-05-19T05:03:58.691Z,1.8,1.79,1.8,1.75,1,1,0,0,0,1,1
SPC0001,20260519050358,2026-05-19T05:03:58.971Z,1.77,1.76,1.8,1.72,1,2,1,25,0,1,1
SPC0001,20260519050400,2026-05-19T05:04:00.936Z,1.76,1.77,1.8,1.71,1,2,1,46,0,1,1
SPC0001,20260519050401,2026-05-19T05:04:01.014Z,1.76,1.77,1.8,1.71,1,2,4,53,0,1,1
SPC0002,20260519050401,2026-05-19T05:04:01.701Z,1.79,1.8,1.8,1.74,1,1,0,0,0,1,1
SPC0001,20260519050401,2026-05-19T05:04:01.980Z,1.75,1.76,1.8,1.7,1,2,2,42,0,1,1
SPC0001,20260519050403,2026-05-19T05:04:03.946Z,1.76,1.76,1.8,1.71,1,3,1,9,0,1,1
SPC0001,20260519050404,2026-05-19T05:04:04.024Z,1.77,1.76,1.8,1.72,1,3,3,3,0,1,1
SPC0002,20260519050404,2026-05-19T05:04:04.712Z,1.8,1.8,1.8,1.75,1,1,0,0,0,1,1
SPC0001,20260519050404,2026-05-19T05:04:04.994Z,1.77,1.76,1.8,1.72,1,3,4,11,0,1,1
SPC0001,20260519050406,2026-05-19T05:04:06.953Z,1.78,1.77,1.8,1.73,1,3,0,34,0,1,1
SPC0001,20260519050407,2026-05-19T05:04:07.029Z,1.76,1.77,1.8,1.71,1,3,1,42,0,1,1
SPC0002,20260519050407,2026-05-19T05:04:07.721Z,1.78,1.8,1.8,1.73,1,1,0,0,0,1,1
SPC0001,20260519050407,2026-05-19T05:04:08.002Z,1.76,1.76,1.8,1.71,1,1,0,0,0,1,1
SPC0001,20260519050409,2026-05-19T05:04:09.955Z,1.75,1.76,1.8,1.7,1,1,0,0,0,1,1
SPC0001,20260519050410,2026-05-19T05:04:10.033Z,1.75,1.75,1.8,1.7,1,1,0,0,0,1,1
SPC0002,20260519050410,2026-05-19T05:04:10.722Z,1.8,1.8,1.8,1.75,1,1,0,0,0,1,1
SPC0001,20260519050411,2026-05-19T05:04:11.013Z,1.76,1.75,1.8,1.71,1,1,0,0,0,1,1
SPC0001,20260519050412,2026-05-19T05:04:12.966Z,1.77,1.76,1.8,1.72,1,1,0,0,0,1,1
SPC0001,20260519050413,2026-05-19T05:04:13.046Z,1.75,1.76,1.8,1.7,1,1,0,0,0,1,1
SPC0002,20260519050413,2026-05-19T05:04:13.724Z,1.82,1.8,1.8,1.77,1,1,0,0,0,1,1
SPC0001,20260519050414,2026-05-19T05:04:14.017Z,1.75,1.75,1.8,1.7,1,1,0,0,0,1,1
SPC0001,20260519050415,2026-05-19T05:04:15.974Z,1.76,1.75,1.8,1.71,1,1,0,0,0,1,1
SPC0001,20260519050416,2026-05-19T05:04:16.053Z,1.75,1.76,1.8,1.7,1,1,0,0,0,1,1
SPC0002,20260519050416,2026-05-19T05:04:16.738Z,1.8,1.8,1.8,1.75,1,1,0,0,0,1,1
SPC0001,20260519050417,2026-05-19T05:04:17.019Z,1.74,1.76,1.8,1.69,1,1,0,0,0,1,1
SPC0001,20260519050418,2026-05-19T05:04:18.979Z,1.73,1.74,1.8,1.68,1,1,0,0,0,1,1
SPC0001,20260519050419,2026-05-19T05:04:19.057Z,1.73,1.74,1.8,1.68,1,1,0,0,0,1,1
SPC0002,20260519050419,2026-05-19T05:04:19.747Z,1.81,1.8,1.8,1.76,1,1,0,0,0,1,1
SPC0001,20260519050420,2026-05-19T05:04:20.027Z,1.74,1.73,1.8,1.69,1,1,0,0,0,1,1
SPC0001,20260519050421,2026-05-19T05:04:21.988Z,1.74,1.73,1.8,1.69,1,1,0,0,0,1,1
SPC0001,20260519050422,2026-05-19T05:04:22.067Z,1.72,1.74,1.8,1.67,1,3,0,43,0,1,1
SPC0002,20260519050422,2026-05-19T05:04:22.753Z,1.82,1.8,1.8,1.77,1,3,2,10,0,1,1
SPC0001,20260519050423,2026-05-19T05:04:23.034Z,1.72,1.74,1.8,1.67,1,3,3,7,0,1,1
SPC0001,20260519050424,2026-05-19T05:04:24.993Z,1.74,1.72,1.8,1.69,1,3,0,39,0,1,1
SPC0001,20260519050425,2026-05-19T05:04:25.073Z,1.73,1.72,1.8,1.68,1,3,4,49,0,1,1
SPC0002,20260519050425,2026-05-19T05:04:25.758Z,1.81,1.82,1.8,1.76,1,1,0,0,0,1,1
SPC0001,20260519050426,2026-05-19T05:04:26.038Z,1.74,1.73,1.8,1.69,1,3,1,28,0,1,1
SPC0001,20260519050427,2026-05-19T05:04:28.002Z,1.73,1.73,1.8,1.68,1,2,3,35,0,1,1
SPC0001,20260519050428,2026-05-19T05:04:28.081Z,1.72,1.73,1.8,1.67,1,2,4,7,0,1,1
SPC0002,20260519050428,2026-05-19T05:04:28.768Z,1.81,1.82,1.8,1.76,1,1,0,0,0,1,1
SPC0001,20260519050429,2026-05-19T05:04:29.045Z,1.73,1.73,1.8,1.68,1,2,0,21,0,1,1
SPC0001,20260519050431,2026-05-19T05:04:31.006Z,1.74,1.73,1.8,1.69,1,2,0,10,0,1,1
SPC0001,20260519050431,2026-05-19T05:04:31.086Z,1.73,1.73,1.8,1.68,1,3,3,32,0,1,1
SPC0002,20260519050431,2026-05-19T05:04:31.766Z,1.8,1.81,1.8,1.75,1,1,0,0,0,1,1
SPC0001,20260519050432,2026-05-19T05:04:32.046Z,1.75,1.73,1.8,1.7,1,3,4,2,0,1,1
SPC0001,20260519050434,2026-05-19T05:04:34.016Z,1.75,1.73,1.8,1.7,1,3,3,56,0,1,1
SPC0001,20260519050434,2026-05-19T05:04:34.093Z,1.73,1.75,1.8,1.68,1,2,1,11,0,1,1
SPC0002,20260519050434,2026-05-19T05:04:34.777Z,1.81,1.81,1.8,1.76,1,1,0,0,0,1,1
SPC0001,20260519050435,2026-05-19T05:04:35.059Z,1.71,1.75,1.8,1.66,1,2,1,46,0,1,1
SPC0001,20260519050437,2026-05-19T05:04:37.021Z,1.71,1.71,1.8,1.66,1,2,0,28,0,1,1
SPC0001,20260519050437,2026-05-19T05:04:37.101Z,1.71,1.71,1.8,1.66,1,2,1,22,0,1,1
SPC0002,20260519050437,2026-05-19T05:04:37.788Z,1.82,1.81,1.8,1.77,1,1,0,0,0,1,1
SPC0001,20260519050438,2026-05-19T05:04:38.069Z,1.72,1.71,1.8,1.67,1,2,0,32,0,1,1
SPC0001,20260519050440,2026-05-19T05:04:40.030Z,1.72,1.71,1.8,1.67,1,2,3,18,0,1,1
SPC0001,20260519050440,2026-05-19T05:04:40.107Z,1.72,1.72,1.8,1.67,1,2,4,55,0,1,1
SPC0002,20260519050440,2026-05-19T05:04:40.790Z,1.84,1.81,1.8,1.79,1,1,0,0,0,1,1
SPC0001,20260519050441,2026-05-19T05:04:41.070Z,1.74,1.72,1.8,1.69,1,2,3,25,0,1,1
SPC0001,20260519050443,2026-05-19T05:04:43.035Z,1.75,1.74,1.8,1.7,1,2,3,55,0,1,1
SPC0001,20260519050443,2026-05-19T05:04:43.115Z,1.75,1.74,1.8,1.7,1,2,3,40,0,1,1
SPC0002,20260519050443,2026-05-19T05:04:43.790Z,1.84,1.84,1.8,1.79,1,1,0,0,0,1,1
SPC0001,20260519050444,2026-05-19T05:04:44.085Z,1.76,1.75,1.8,1.71,1,2,4,7,0,1,1
SPC0001,20260519050446,2026-05-19T05:04:46.049Z,1.76,1.75,1.8,1.71,1,2,1,23,0,1,1
SPC0001,20260519050446,2026-05-19T05:04:46.128Z,1.77,1.76,1.8,1.72,1,1,0,0,0,1,1
SPC0002,20260519050446,2026-05-19T05:04:46.797Z,1.84,1.84,1.8,1.79,1,1,0,0,0,1,1
SPC0001,20260519050447,2026-05-19T05:04:47.092Z,1.76,1.76,1.8,1.71,1,1,0,0,0,1,1
SPC0001,20260519050449,2026-05-19T05:04:49.064Z,1.75,1.76,1.8,1.7,1,1,0,0,0,1,1
SPC0001,20260519050449,2026-05-19T05:04:49.141Z,1.76,1.76,1.8,1.71,1,1,0,0,0,1,1
SPC0002,20260519050449,2026-05-19T05:04:49.808Z,1.83,1.84,1.8,1.78,1,1,0,0,0,1,1
SPC0001,20260519050450,2026-05-19T05:04:50.103Z,1.77,1.76,1.8,1.72,1,1,0,0,0,1,1
SPC0001,20260519050452,2026-05-19T05:04:52.066Z,1.76,1.76,1.8,1.71,1,1,0,0,0,1,1
SPC0001,20260519050452,2026-05-19T05:04:52.144Z,1.78,1.76,1.8,1.73,1,1,0,0,0,1,1
SPC0002,20260519050452,2026-05-19T05:04:52.813Z,1.82,1.84,1.8,1.77,1,1,0,0,0,1,1
SPC0001,20260519050453,2026-05-19T05:04:53.109Z,1.78,1.76,1.8,1.73,1,1,0,0,0,1,1
SPC0001,20260519050455,2026-05-19T05:04:55.072Z,1.79,1.78,1.8,1.74,1,1,0,0,0,1,1
SPC0001,20260519050455,2026-05-19T05:04:55.150Z,1.77,1.78,1.8,1.72,1,1,0,0,0,1,1
SPC0002,20260519050455,2026-05-19T05:04:55.821Z,1.81,1.82,1.8,1.76,1,2,2,56,0,1,1
SPC0001,20260519050456,2026-05-19T05:04:56.117Z,1.77,1.77,1.8,1.72,1,1,0,0,0,1,1
SPC0001,20260519050458,2026-05-19T05:04:58.077Z,1.75,1.77,1.8,1.7,1,1,0,0,0,1,1
SPC0001,20260519050458,2026-05-19T05:04:58.157Z,1.76,1.75,1.8,1.71,1,1,0,0,0,1,1
SPC0002,20260519050458,2026-05-19T05:04:58.829Z,1.82,1.82,1.8,1.77,1,2,4,5,0,1,1
SPC0001,20260519050459,2026-05-19T05:04:59.125Z,1.76,1.75,1.8,1.71,1,1,0,0,0,1,1
SPC0001,20260519050501,2026-05-19T05:05:01.080Z,1.76,1.76,1.8,1.71,1,1,0,0,0,1,1
SPC0001,20260519050501,2026-05-19T05:05:01.160Z,1.77,1.76,1.8,1.72,1,1,0,0,0,1,1
SPC0002,20260519050501,2026-05-19T05:05:01.843Z,1.82,1.82,1.8,1.77,1,2,3,20,0,1,1
SPC0001,20260519050502,2026-05-19T05:05:02.139Z,1.78,1.77,1.8,1.73,1,1,0,0,0,1,1
SPC0001,20260519050504,2026-05-19T05:05:04.093Z,1.8,1.77,1.8,1.75,1,1,0,0,0,1,1
SPC0001,20260519050504,2026-05-19T05:05:04.170Z,1.81,1.8,1.8,1.76,1,1,0,0,0,1,1
SPC0002,20260519050504,2026-05-19T05:05:04.857Z,1.83,1.82,1.8,1.78,1,2,4,21,0,1,1
SPC0001,20260519050505,2026-05-19T05:05:05.151Z,1.82,1.8,1.8,1.77,1,3,2,37,0,1,1
SPC0001,20260519050507,2026-05-19T05:05:07.097Z,1.8,1.82,1.8,1.75,1,3,2,20,0,1,1
SPC0001,20260519050507,2026-05-19T05:05:07.175Z,1.82,1.82,1.8,1.77,1,3,2,37,0,1,1
SPC0002,20260519050507,2026-05-19T05:05:07.861Z,1.82,1.83,1.8,1.77,1,2,3,18,0,1,1
SPC0001,20260519050508,2026-05-19T05:05:08.155Z,1.8,1.82,1.8,1.75,1,3,2,51,0,1,1
SPC0001,20260519050510,2026-05-19T05:05:10.100Z,1.8,1.82,1.8,1.75,1,3,1,40,0,1,1
SPC0001,20260519050510,2026-05-19T05:05:10.177Z,1.81,1.8,1.8,1.76,1,3,1,45,0,1,1
SPC0002,20260519050510,2026-05-19T05:05:10.873Z,1.83,1.83,1.8,1.78,1,2,1,7,0,1,1
SPC0001,20260519050511,2026-05-19T05:05:11.157Z,1.8,1.8,1.8,1.75,1,3,1,45,0,1,1
SPC0001,20260519050513,2026-05-19T05:05:13.104Z,1.79,1.8,1.8,1.74,1,3,0,18,0,1,1
SPC0001,20260519050513,2026-05-19T05:05:13.181Z,1.77,1.8,1.8,1.72,1,3,4,40,0,1,1
SPC0002,20260519050513,2026-05-19T05:05:13.885Z,1.84,1.83,1.8,1.79,1,2,0,44,0,1,1
SPC0001,20260519050514,2026-05-19T05:05:14.160Z,1.79,1.77,1.8,1.74,1,3,0,37,0,1,1
SPC0001,20260519050516,2026-05-19T05:05:16.117Z,1.77,1.77,1.8,1.72,1,3,3,48,0,1,1
SPC0001,20260519050516,2026-05-19T05:05:16.194Z,1.78,1.77,1.8,1.73,1,3,3,19,0,1,1
SPC0002,20260519050516,2026-05-19T05:05:16.896Z,1.82,1.83,1.8,1.77,1,2,0,41,0,1,1
SPC0001,20260519050517,2026-05-19T05:05:17.160Z,1.79,1.77,1.8,1.74,1,3,0,52,0,1,1
SPC0001,20260519050519,2026-05-19T05:05:19.129Z,1.78,1.79,1.8,1.73,1,1,0,0,0,1,1
SPC0001,20260519050519,2026-05-19T05:05:19.204Z,1.77,1.79,1.8,1.72,1,1,0,0,0,1,1
SPC0002,20260519050519,2026-05-19T05:05:19.901Z,1.84,1.82,1.8,1.79,1,2,3,32,0,1,1
SPC0001,20260519050520,2026-05-19T05:05:20.166Z,1.78,1.77,1.8,1.73,1,1,0,0,0,1,1
SPC0001,20260519050522,2026-05-19T05:05:22.138Z,1.8,1.77,1.8,1.75,1,1,0,0,0,1,1
SPC0001,20260519050522,2026-05-19T05:05:22.215Z,1.8,1.8,1.8,1.75,1,1,0,0,0,1,1
SPC0002,20260519050522,2026-05-19T05:05:22.904Z,1.83,1.82,1.8,1.78,1,2,3,7,0,1,1
SPC0001,20260519050523,2026-05-19T05:05:23.169Z,1.79,1.8,1.8,1.74,1,1,0,0,0,1,1
SPC0001,20260519050525,2026-05-19T05:05:25.145Z,1.78,1.79,1.8,1.73,1,1,0,0,0,1,1
SPC0001,20260519050525,2026-05-19T05:05:25.222Z,1.79,1.79,1.8,1.74,1,1,0,0,0,1,1
SPC0002,20260519050525,2026-05-19T05:05:25.917Z,1.84,1.83,1.8,1.79,1,2,4,54,0,1,1
SPC0001,20260519050526,2026-05-19T05:05:26.181Z,1.78,1.79,1.8,1.73,1,1,0,0,0,1,1
SPC0001,20260519050528,2026-05-19T05:05:28.154Z,1.8,1.79,1.8,1.75,1,1,0,0,0,1,1
SPC0001,20260519050528,2026-05-19T05:05:28.231Z,1.79,1.8,1.8,1.74,1,1,0,0,0,1,1
SPC0002,20260519050528,2026-05-19T05:05:28.931Z,1.84,1.83,1.8,1.79,1,2,4,24,0,1,1
SPC0001,20260519050529,2026-05-19T05:05:29.183Z,1.79,1.8,1.8,1.74,1,1,0,0,0,1,1
SPC0001,20260519050531,2026-05-19T05:05:31.161Z,1.8,1.79,1.8,1.75,1,1,0,0,0,1,1
SPC0001,20260519050531,2026-05-19T05:05:31.237Z,1.79,1.79,1.8,1.74,1,1,0,0,0,1,1
SPC0002,20260519050531,2026-05-19T05:05:31.943Z,1.82,1.84,1.8,1.77,1,2,3,22,0,1,1
SPC0001,20260519050532,2026-05-19T05:05:32.193Z,1.81,1.79,1.8,1.76,1,1,0,0,0,1,1
SPC0001,20260519050534,2026-05-19T05:05:34.174Z,1.8,1.79,1.8,1.75,1,1,0,0,0,1,1
SPC0001,20260519050534,2026-05-19T05:05:34.252Z,1.82,1.8,1.8,1.77,1,1,0,0,0,1,1
SPC0002,20260519050534,2026-05-19T05:05:34.944Z,1.84,1.84,1.8,1.79,1,3,1,0,0,1,1
SPC0001,20260519050535,2026-05-19T05:05:35.204Z,1.81,1.8,1.8,1.76,1,1,0,0,0,1,1
SPC0001,20260519050537,2026-05-19T05:05:37.186Z,1.8,1.81,1.8,1.75,1,1,0,0,0,1,1
SPC0001,20260519050537,2026-05-19T05:05:37.259Z,1.81,1.81,1.8,1.76,1,1,0,0,0,1,1
SPC0002,20260519050537,2026-05-19T05:05:37.952Z,1.83,1.84,1.8,1.78,1,3,2,18,0,1,1
SPC0001,20260519050538,2026-05-19T05:05:38.217Z,1.82,1.81,1.8,1.77,1,1,0,0,0,1,1
SPC0001,20260519050540,2026-05-19T05:05:40.198Z,1.82,1.81,1.8,1.77,1,1,0,0,0,1,1
SPC0001,20260519050540,2026-05-19T05:05:40.261Z,1.84,1.82,1.8,1.79,1,1,0,0,0,1,1
SPC0002,20260519050540,2026-05-19T05:05:40.963Z,1.83,1.84,1.8,1.78,1,1,0,0,0,1,1
SPC0001,20260519050541,2026-05-19T05:05:41.226Z,1.83,1.82,1.8,1.78,1,3,0,27,0,1,1
SPC0001,20260519050543,2026-05-19T05:05:43.207Z,1.84,1.83,1.8,1.79,1,3,4,27,0,1,1
SPC0001,20260519050543,2026-05-19T05:05:43.260Z,1.86,1.83,1.8,1.81,1,3,4,38,0,1,1
SPC0002,20260519050543,2026-05-19T05:05:43.969Z,1.82,1.83,1.8,1.77,1,1,0,0,0,1,1
SPC0001,20260519050544,2026-05-19T05:05:44.236Z,1.86,1.86,1.8,1.81,1,3,3,58,0,1,1
SPC0001,20260519050546,2026-05-19T05:05:46.209Z,1.87,1.86,1.8,1.82,1,3,0,48,0,1,1
SPC0001,20260519050546,2026-05-19T05:05:46.272Z,1.88,1.87,1.8,1.83,1,3,2,58,0,1,1
SPC0002,20260519050546,2026-05-19T05:05:46.976Z,1.82,1.83,1.8,1.77,1,1,0,0,0,1,1
SPC0001,20260519050547,2026-05-19T05:05:47.240Z,1.87,1.87,1.8,1.82,1,3,4,50,0,1,1
SPC0001,20260519050549,2026-05-19T05:05:49.216Z,1.88,1.87,1.8,1.83,1,3,3,15,0,1,1
